text,intent,action_type,verb,category_code,value,goal_name,enabled,theme,verbal_style,time_range,query,note
Bỏ thêm 2 củ vô quỹ mua iphone mới hộ cái,Action,ADD_GOAL,ADD,,2000000,mua iphone mới,,,,,,
Bỏ thêm 2 củ vô quỹ mua iphone mới nha,Action,ADD_GOAL,ADD,,2000000,mua iphone mới,,,,,,
Bỏ thêm 2 củ vô quỹ mua iphone mới nha id18563,Action,ADD_GOAL,ADD,,2000000,mua iphone mới,,,,,,
Bỏ thêm 2 củ vô quỹ mua iphone mới nha id18575,Action,ADD_GOAL,ADD,,2000000,mua iphone mới,,,,,,
Bỏ thêm 2 củ vô quỹ mua iphone mới á,Action,ADD_GOAL,ADD,,2000000,mua iphone mới,,,,,,
Bỏ thêm 2 củ vô quỹ mua iphone mới á id19131,Action,ADD_GOAL,ADD,,2000000,mua iphone mới,,,,,,
Bỏ thêm 2 củ vô quỹ mua laptop,Action,ADD_GOAL,ADD,,2000000,mua laptop,,,,,,
Bỏ thêm 2 củ vô quỹ mua laptop coi,Action,ADD_GOAL,ADD,,2000000,mua laptop,,,,,,
Bỏ thêm 2 củ vô quỹ mua laptop giùm,Action,ADD_GOAL,ADD,,2000000,mua laptop,,,,,,
Bỏ thêm 2 củ vô quỹ mua laptop giùm id18566,Action,ADD_GOAL,ADD,,2000000,mua laptop,,,,,,
Bỏ thêm 2 củ vô quỹ mua laptop hộ cái,Action,ADD_GOAL,ADD,,2000000,mua laptop,,,,,,
Bỏ thêm 2 củ vô quỹ mua laptop với,Action,ADD_GOAL,ADD,,2000000,mua laptop,,,,,,
Bỏ thêm 2 củ vô quỹ quỹ dự phòng,Action,ADD_GOAL,ADD,,2000000,quỹ dự phòng,,,,,,
Bỏ thêm 2 củ vô quỹ quỹ dự phòng coi,Action,ADD_GOAL,ADD,,2000000,quỹ dự phòng,,,,,,
Bỏ thêm 2 củ vô quỹ quỹ dự phòng id18598,Action,ADD_GOAL,ADD,,2000000,quỹ dự phòng,,,,,,
Bỏ thêm 2 củ vô quỹ quỹ dự phòng nha,Action,ADD_GOAL,ADD,,2000000,quỹ dự phòng,,,,,,
Bỏ thêm 2 củ vô quỹ quỹ dự phòng nha id19149,Action,ADD_GOAL,ADD,,2000000,quỹ dự phòng,,,,,,
Bỏ thêm 2 củ vô quỹ quỹ dự phòng thui,Action,ADD_GOAL,ADD,,2000000,quỹ dự phòng,,,,,,
Bỏ thêm 2 củ vô quỹ quỹ dự phòng thui id18158,Action,ADD_GOAL,ADD,,2000000,quỹ dự phòng,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt giùm,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt giùm id19096,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt id19040,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt nha,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt nha id18798,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt nha id18799,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt với,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt á,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đi du lịch đà lạt đi bot,Action,ADD_GOAL,ADD,,2000000,đi du lịch đà lạt,,,,,,
Bỏ thêm 2 củ vô quỹ đổi xe máy,Action,ADD_GOAL,ADD,,2000000,đổi xe máy,,,,,,
Bỏ thêm 2 củ vô quỹ đổi xe máy giùm,Action,ADD_GOAL,ADD,,2000000,đổi xe máy,,,,,,
Bỏ thêm 2 củ vô quỹ đổi xe máy thui,Action,ADD_GOAL,ADD,,2000000,đổi xe máy,,,,,,
Bỏ thêm 2 củ vô quỹ đổi xe máy đi bot,Action,ADD_GOAL,ADD,,2000000,đổi xe máy,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh giùm,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh giùm id18987,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh hộ cái,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh id18562,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh id18711,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh nà,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh thui,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh thui id18691,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh thui id18795,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh với,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ học tiếng anh đi bot,Action,ADD_GOAL,ADD,,500000,học tiếng anh,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker coi,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker coi id19083,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker giùm,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker thui,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker với,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker á,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker á id18914,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua giày sneaker đi bot,Action,ADD_GOAL,ADD,,500000,mua giày sneaker,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới coi,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới coi id18842,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới giùm,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới giùm id18953,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới id19144,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới thui,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới thui id18775,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới với,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới á,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua iphone mới á id18459,Action,ADD_GOAL,ADD,,500000,mua iphone mới,,,,,,
Bỏ thêm 500k vô quỹ mua laptop giùm,Action,ADD_GOAL,ADD,,500000,mua laptop,,,,,,
Bỏ thêm 500k vô quỹ mua laptop nà,Action,ADD_GOAL,ADD,,500000,mua laptop,,,,,,
Bỏ thêm 500k vô quỹ mua laptop nà id19079,Action,ADD_GOAL,ADD,,500000,mua laptop,,,,,,
Bỏ thêm 500k vô quỹ mua laptop thui,Action,ADD_GOAL,ADD,,500000,mua laptop,,,,,,
Bỏ thêm 500k vô quỹ mua laptop với,Action,ADD_GOAL,ADD,,500000,mua laptop,,,,,,
Bỏ thêm 500k vô quỹ mua laptop á,Action,ADD_GOAL,ADD,,500000,mua laptop,,,,,,
Bỏ thêm 500k vô quỹ quỹ dự phòng,Action,ADD_GOAL,ADD,,500000,quỹ dự phòng,,,,,,
Bỏ thêm 500k vô quỹ quỹ dự phòng giùm,Action,ADD_GOAL,ADD,,500000,quỹ dự phòng,,,,,,
Bỏ thêm 500k vô quỹ quỹ dự phòng nha,Action,ADD_GOAL,ADD,,500000,quỹ dự phòng,,,,,,
Bỏ thêm 500k vô quỹ quỹ dự phòng nà,Action,ADD_GOAL,ADD,,500000,quỹ dự phòng,,,,,,
Bỏ thêm 500k vô quỹ quỹ dự phòng nà id19025,Action,ADD_GOAL,ADD,,500000,quỹ dự phòng,,,,,,
Bỏ thêm 500k vô quỹ quỹ dự phòng á,Action,ADD_GOAL,ADD,,500000,quỹ dự phòng,,,,,,
Bỏ thêm 500k vô quỹ đi du lịch đà lạt coi,Action,ADD_GOAL,ADD,,500000,đi du lịch đà lạt,,,,,,
Bỏ thêm 500k vô quỹ đi du lịch đà lạt giùm,Action,ADD_GOAL,ADD,,500000,đi du lịch đà lạt,,,,,,
Bỏ thêm 500k vô quỹ đi du lịch đà lạt hộ cái,Action,ADD_GOAL,ADD,,500000,đi du lịch đà lạt,,,,,,
Bỏ thêm 500k vô quỹ đi du lịch đà lạt nha,Action,ADD_GOAL,ADD,,500000,đi du lịch đà lạt,,,,,,
Bỏ thêm 500k vô quỹ đi du lịch đà lạt nha id18592,Action,ADD_GOAL,ADD,,500000,đi du lịch đà lạt,,,,,,
Bỏ thêm 500k vô quỹ đi du lịch đà lạt nà,Action,ADD_GOAL,ADD,,500000,đi du lịch đà lạt,,,,,,
Bỏ thêm 500k vô quỹ đi du lịch đà lạt thui,Action,ADD_GOAL,ADD,,500000,đi du lịch đà lạt,,,,,,
Bỏ thêm 500k vô quỹ đi du lịch đà lạt á,Action,ADD_GOAL,ADD,,500000,đi du lịch đà lạt,,,,,,
Bỏ thêm 500k vô quỹ đổi xe máy hộ cái,Action,ADD_GOAL,ADD,,500000,đổi xe máy,,,,,,
Bỏ thêm 500k vô quỹ đổi xe máy nà,Action,ADD_GOAL,ADD,,500000,đổi xe máy,,,,,,
Bỏ thêm 500k vô quỹ đổi xe máy với,Action,ADD_GOAL,ADD,,500000,đổi xe máy,,,,,,
Bỏ thêm 500k vô quỹ đổi xe máy á,Action,ADD_GOAL,ADD,,500000,đổi xe máy,,,,,,
Bỏ thêm 500k vô quỹ đổi xe máy á id18993,Action,ADD_GOAL,ADD,,500000,đổi xe máy,,,,,,
Bỏ thêm 500k vô quỹ đổi xe máy đi bot,Action,ADD_GOAL,ADD,,500000,đổi xe máy,,,,,,
"Bổ sung 1,000,000 cho mục tiêu du lịch Đà Nẵng",Action,ADD_GOAL,ADD,,1000000,du lịch Đà Nẵng,,,,,,
"Bổ sung 1,000,000 cho mục tiêu học tiếng Anh",Action,ADD_GOAL,ADD,,1000000,học tiếng Anh,,,,,,
"Bổ sung 1,000,000 cho mục tiêu mua laptop mới",Action,ADD_GOAL,ADD,,1000000,mua laptop mới,,,,,,
"Bổ sung 1,000,000 cho mục tiêu mua máy ảnh",Action,ADD_GOAL,ADD,,1000000,mua máy ảnh,,,,,,
"Bổ sung 1,000,000 cho mục tiêu mua xe máy",Action,ADD_GOAL,ADD,,1000000,mua xe máy,,,,,,
"Bổ sung 1,000,000 cho mục tiêu quỹ khẩn cấp",Action,ADD_GOAL,ADD,,1000000,quỹ khẩn cấp,,,,,,
"Bổ sung 1,000,000 cho mục tiêu đổi điện thoại",Action,ADD_GOAL,ADD,,1000000,đổi điện thoại,,,,,,
"Bổ sung 2,000,000 cho mục tiêu du lịch Đà Nẵng",Action,ADD_GOAL,ADD,,2000000,du lịch Đà Nẵng,,,,,,
"Bổ sung 2,000,000 cho mục tiêu học tiếng Anh",Action,ADD_GOAL,ADD,,2000000,học tiếng Anh,,,,,,
"Bổ sung 2,000,000 cho mục tiêu mua laptop mới",Action,ADD_GOAL,ADD,,2000000,mua laptop mới,,,,,,
"Bổ sung 2,000,000 cho mục tiêu mua máy ảnh",Action,ADD_GOAL,ADD,,2000000,mua máy ảnh,,,,,,
"Bổ sung 2,000,000 cho mục tiêu mua xe máy",Action,ADD_GOAL,ADD,,2000000,mua xe máy,,,,,,
"Bổ sung 2,000,000 cho mục tiêu quỹ khẩn cấp",Action,ADD_GOAL,ADD,,2000000,quỹ khẩn cấp,,,,,,
"Bổ sung 2,000,000 cho mục tiêu đổi điện thoại",Action,ADD_GOAL,ADD,,2000000,đổi điện thoại,,,,,,
"Bổ sung 500,000 cho mục tiêu du lịch Đà Nẵng",Action,ADD_GOAL,ADD,,500000,du lịch Đà Nẵng,,,,,,
"Bổ sung 500,000 cho mục tiêu học tiếng Anh",Action,ADD_GOAL,ADD,,500000,học tiếng Anh,,,,,,
"Bổ sung 500,000 cho mục tiêu mua laptop mới",Action,ADD_GOAL,ADD,,500000,mua laptop mới,,,,,,
"Bổ sung 500,000 cho mục tiêu mua máy ảnh",Action,ADD_GOAL,ADD,,500000,mua máy ảnh,,,,,,
"Bổ sung 500,000 cho mục tiêu mua xe máy",Action,ADD_GOAL,ADD,,500000,mua xe máy,,,,,,
"Bổ sung 500,000 cho mục tiêu quỹ khẩn cấp",Action,ADD_GOAL,ADD,,500000,quỹ khẩn cấp,,,,,,
"Bổ sung 500,000 cho mục tiêu đổi điện thoại",Action,ADD_GOAL,ADD,,500000,đổi điện thoại,,,,,,
Bớt 1 triệu bên học tiếng anh đi,Action,ADD_GOAL,SUB,,1000000,học tiếng anh,,,,,,
Bớt 1 triệu bên học tiếng anh đi giùm,Action,ADD_GOAL,SUB,,1000000,học tiếng anh,,,,,,
Bớt 1 triệu bên học tiếng anh đi hộ cái,Action,ADD_GOAL,SUB,,1000000,học tiếng anh,,,,,,
Bớt 1 triệu bên học tiếng anh đi id19165,Action,ADD_GOAL,SUB,,1000000,học tiếng anh,,,,,,
Bớt 1 triệu bên học tiếng anh đi nha,Action,ADD_GOAL,SUB,,1000000,học tiếng anh,,,,,,
Bớt 1 triệu bên học tiếng anh đi nha id18495,Action,ADD_GOAL,SUB,,1000000,học tiếng anh,,,,,,
Bớt 1 triệu bên học tiếng anh đi với,Action,ADD_GOAL,SUB,,1000000,học tiếng anh,,,,,,
Bớt 1 triệu bên mua giày sneaker đi,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua giày sneaker đi coi,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua giày sneaker đi hộ cái,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua giày sneaker đi hộ cái id18880,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua giày sneaker đi nà,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua giày sneaker đi thui,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua giày sneaker đi với,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua giày sneaker đi với id18449,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua giày sneaker đi với id18463,Action,ADD_GOAL,SUB,,1000000,mua giày sneaker,,,,,,
Bớt 1 triệu bên mua iphone mới đi,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi giùm,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi nha,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi nha id18301,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi nha id18763,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi thui,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi thui id18884,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi với,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi đi bot,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi đi bot id18149,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua iphone mới đi đi bot id18374,Action,ADD_GOAL,SUB,,1000000,mua iphone mới,,,,,,
Bớt 1 triệu bên mua laptop đi,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi giùm,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi hộ cái,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi nha,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi nha id19066,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi nha id19120,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi nà,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi nà id18741,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi thui,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên mua laptop đi đi bot,Action,ADD_GOAL,SUB,,1000000,mua laptop,,,,,,
Bớt 1 triệu bên quỹ dự phòng đi,Action,ADD_GOAL,SUB,,1000000,quỹ dự phòng,,,,,,
Bớt 1 triệu bên quỹ dự phòng đi id18726,Action,ADD_GOAL,SUB,,1000000,quỹ dự phòng,,,,,,
Bớt 1 triệu bên quỹ dự phòng đi nà,Action,ADD_GOAL,SUB,,1000000,quỹ dự phòng,,,,,,
Bớt 1 triệu bên quỹ dự phòng đi thui,Action,ADD_GOAL,SUB,,1000000,quỹ dự phòng,,,,,,
Bớt 1 triệu bên quỹ dự phòng đi thui id18594,Action,ADD_GOAL,SUB,,1000000,quỹ dự phòng,,,,,,
Bớt 1 triệu bên quỹ dự phòng đi thui id18971,Action,ADD_GOAL,SUB,,1000000,quỹ dự phòng,,,,,,
Bớt 1 triệu bên quỹ dự phòng đi á,Action,ADD_GOAL,SUB,,1000000,quỹ dự phòng,,,,,,
Bớt 1 triệu bên quỹ dự phòng đi đi bot,Action,ADD_GOAL,SUB,,1000000,quỹ dự phòng,,,,,,
Bớt 1 triệu bên đi du lịch đà lạt đi,Action,ADD_GOAL,SUB,,1000000,đi du lịch đà lạt,,,,,,
Bớt 1 triệu bên đi du lịch đà lạt đi coi,Action,ADD_GOAL,SUB,,1000000,đi du lịch đà lạt,,,,,,
Bớt 1 triệu bên đi du lịch đà lạt đi id18600,Action,ADD_GOAL,SUB,,1000000,đi du lịch đà lạt,,,,,,
Bớt 1 triệu bên đi du lịch đà lạt đi á,Action,ADD_GOAL,SUB,,1000000,đi du lịch đà lạt,,,,,,
Bớt 1 triệu bên đổi xe máy đi coi,Action,ADD_GOAL,SUB,,1000000,đổi xe máy,,,,,,
Bớt 1 triệu bên đổi xe máy đi giùm,Action,ADD_GOAL,SUB,,1000000,đổi xe máy,,,,,,
Bớt 1 triệu bên đổi xe máy đi nha,Action,ADD_GOAL,SUB,,1000000,đổi xe máy,,,,,,
