góp quỹ từ thiện 8.610k,Charity,expense,1
vé lễ hội 370k,Entertainment,expense,1
đầu tư đất nền 12k,Business,income,1
trả nợ 21.1củ,Business,income,1
nhận tiền quỹ dự phòng +710 nghìn,Business,income,1
ủng hộ 5.715k,Charity,expense,1
mì cay 33 ngàn,Food,expense,1
tiền điện 3314k,Housing,expense,1
gia vị 181k,Essentials,expense,1
transaction fee 9.596 ngàn,Business,income,1
nhuộm tóc 18k,Beauty,expense,1
ủng hộ 13củ,Charity,expense,1
quỹ khẩn cấp 586k,Savings,expense,1
săn sale 25k,Shopping,expense,1
để dành mua nhà 456 nghìn,Savings,expense,1
khác 3.652k,Business,income,1
trái cây 84k,Essentials,expense,1
tiêm ngừa 19tr,Health,expense,1
gia vị 2849k,Essentials,expense,1
mua chăn ấm 25k,Charity,expense,1
bảo hiểm y tế 7củ,Health,expense,1
escape room 25k,Entertainment,expense,1
gửi tiết kiệm 9.6củ,Savings,expense,1
phí nhỏ 9.517k,Others,expense,1
sửa ống nước 7.187k,Housing,expense,1
mua ETF 197k,Investment,expense,1
nhận tiền quỹ khẩn cấp +7.5tr,Business,income,1
dịch vụ phát sinh 20k,Business,income,1
nạp margin 450k,Business,income,1
hùn vốn 7.972 nghìn,Business,income,1
bỏ heo 26.3củ,Savings,expense,1
mua cổ phiếu +2279k,Business,income,1
xem phim 5.5củ,Entertainment,expense,1
chi phí linh tinh 69k,Others,expense,1
sushi 8tr,Food,expense,1
mì cay 32tr,Food,expense,1
mua giày 898k,Shopping,expense,1
ủng hộ bão lũ 31tr,Charity,expense,1
hùn vốn 1.688k,Business,income,1
mua vở bút 20 ngàn,Education,expense,1
tiết kiệm học phí 25 ngàn,Investment,income,1
đầu tư quỹ mở 29tr,Investment,expense,1
ủng hộ bão lũ 4483k,Charity,expense,1
quỹ dự phòng 99k,Savings,expense,1
ship hàng 325k,Transport,expense,1
nhận tiền mua sách +2tr,Bonus,income,1
quỹ khẩn cấp +18k,Salary,income,1
thanh toán nợ thẻ 88k,Debt,expense,1
quà handmade 1.250 nghìn,Social,expense,1
mua sách 20.8tr,Education,expense,1
mua áo 8.589 nghìn,Shopping,expense,1
nhận tiền đầu tư quỹ mở +25k,Business,income,1
sửa ống nước 2374k,Housing,expense,1
be car 5.284k,Transport,expense,1
tiết kiệm online 23.5tr,Savings,expense,1
khám tổng quát 88k,Health,expense,1
tiết kiệm học phí 7.472k,Investment,income,1
bỏ heo 6tr,Savings,expense,1
góp quỹ từ thiện 7516k,Charity,expense,1
gia sư 3.825k,Business,income,1
cơm tấm 33 nghìn,Food,expense,1
bún bò 700k,Food,expense,1
nạp crypto 130k,Investment,expense,1
workshop 4củ,Education,expense,1
khám tổng quát 26.4tr,Health,expense,1
nhận tiền bỏ heo +1.055k,Bonus,income,1
phở gà 7.379k,Food,expense,1
quỹ du lịch 4.548 nghìn,Business,income,1
dịch vụ phát sinh +88k,Business,income,1
mua toner 8.718k,Beauty,expense,1
dọn nhà 11.1củ,Housing,expense,1
mua vàng 18k,Investment,income,1
tiết kiệm học phí 2.640k,Savings,expense,1
quà handmade 45 ngàn,Social,expense,1
nhận tiền tiết kiệm học phí +565k,Investment,income,1
bỏ heo 28tr,Savings,expense,1
ship hàng 12k,Transport,expense,1
bỏ heo 542k,Business,income,1
cho tặng bữa ăn 192k,Charity,expense,1
đi pub 906k,Entertainment,expense,1
mua kem chống nắng 12tr,Beauty,expense,1
tiệc bạn bè 15.9củ,Social,expense,1
workshop +694k,Business,income,1
gội dưỡng sinh 4.8củ,Beauty,expense,1
góp quỹ từ thiện 21tr,Charity,expense,1
thu hồi tiền cọc 2.140 ngàn,Debt,expense,1
mua đèn 3.554k,Housing,expense,1
lặt vặt 650 nghìn,Others,expense,1
lệ phí thi +18.8tr,Business,income,1
trả nợ 45 nghìn,Debt,expense,1
ship hàng 88k,Transport,expense,1
mua áo 23.5tr,Shopping,expense,1
trả nợ ngân hàng 763k,Debt,expense,1
gift card +9.099k,Business,income,1
trà sữa 2.452k,Food,expense,1
mua cổ phiếu +3289k,Business,income,1
trà sữa 15k,Food,expense,1
be car 15k,Transport,expense,1
vitamin 5715k,Health,expense,1
để dành mua nhà 9.761k,Savings,expense,1
nhuộm tóc 6322k,Beauty,expense,1
hùn vốn 21.5củ,Investment,expense,1
grab bike 12 nghìn,Transport,expense,1
tiền tiết kiệm định kỳ +900 ngàn,Investment,income,1
quỹ du lịch +356k,Salary,income,1
gift card +4.6củ,Business,income,1
trả góp +28tr,Business,income,1
để dành mua nhà +12.7củ,Business,income,1
tiết kiệm học phí 142k,Savings,expense,1
trà sữa 8138k,Food,expense,1
sửa ống nước 3.5tr,Housing,expense,1
vé lễ hội 480k,Entertainment,expense,1
mua cổ phiếu +18k,Business,income,1
nạp game 88 ngàn,Entertainment,expense,1
lệ phí thi 10củ,Education,expense,1
săn sale 99k,Shopping,expense,1
bảo hiểm y tế 5017 ngàn,Health,expense,1
đồ ăn dự trữ 3tr,Essentials,expense,1
săn sale 6.868k,Shopping,expense,1
dịch vụ phát sinh 216k,Others,expense,1
mua đồ gia dụng 58 ngàn,Housing,expense,1
tiền quỹ du lịch +99k,Business,income,1
vay tạm 8450 nghìn,Debt,expense,1
lặt vặt 4.6tr,Others,expense,1
tiết kiệm học phí +21tr,Investment,income,1
quyên góp 27.5củ,Charity,expense,1
nạp margin 7714 ngàn,Investment,expense,1
mua cổ phiếu 25 nghìn,Investment,expense,1
chi phí linh tinh 33k,Others,expense,1
mua ETF 18 ngàn,Investment,expense,1
gội dưỡng sinh 69k,Beauty,expense,1
đóng học phí 20củ,Education,expense,1
mua quần 3.5củ,Shopping,expense,1
quỹ khẩn cấp 45k,Savings,expense,1
trả góp +6232 ngàn,Business,income,1
mua ETF 580k,Investment,expense,1
quỹ khẩn cấp +4.800k,Salary,income,1
đầu tư quỹ mở 18k,Investment,expense,1
bánh mì 32củ,Food,expense,1
sushi 1430 ngàn,Food,expense,1
mua quần 156k,Shopping,expense,1
support fee 673 nghìn,Others,expense,1
mua giày 20k,Shopping,expense,1
trả góp +8.371 nghìn,Salary,income,1
vitamin 6củ,Health,expense,1
hoàn tiền mượn +7.320k,Business,income,1
mua quần 15 ngàn,Shopping,expense,1
đòi nợ +585k,Business,income,1
phí cầu đường 2.913k,Transport,expense,1
mua tài liệu +20.8tr,Business,income,1
thuê xe 783 ngàn,Transport,expense,1
thu hồi tiền cọc +10củ,Business,income,1
để dành mua nhà +555k,Salary,income,1
mua giày 45k,Shopping,expense,1
đổ xăng 33củ,Transport,expense,1
mua vàng +99 ngàn,Investment,income,1
tiền mừng 294k,Social,expense,1
trả góp 25k,Debt,expense,1
gift card 14tr,Social,expense,1
trái cây 99k,Essentials,expense,1
thu hồi tiền cọc 13.4củ,Debt,expense,1
quà handmade +20k,Business,income,1
workshop 33.7tr,Education,expense,1
mua gạo 21.4tr,Essentials,expense,1
đi spa 2.781k,Entertainment,expense,1
misc payment 69k,Others,expense,1
mua tài khoản học online 25 nghìn,Business,income,1
đầu tư quỹ mở 3.506 ngàn,Investment,expense,1
support fee 33 ngàn,Others,expense,1
gửi tiết kiệm +25tr,Salary,income,1
siêu thị tuần 7tr,Essentials,expense,1
nạp crypto 226 nghìn,Investment,expense,1
ủng hộ 25.2tr,Charity,expense,1
mua cổ phiếu 2.592k,Business,income,1
mua rau 8031 nghìn,Essentials,expense,1
thuê xe 20.2tr,Transport,expense,1
mua giày 33tr,Shopping,expense,1
đóng học phí 88k,Business,income,1
để dành mua nhà 5.9tr,Savings,expense,1
đồ pet 15 nghìn,Essentials,expense,1
quỹ khẩn cấp 15k,Savings,expense,1
gửi phong bì 20 nghìn,Social,expense,1
góp quỹ từ thiện 1.7tr,Charity,expense,1
nạp margin 69k,Investment,expense,1
gift card 69k,Business,income,1
quỹ du lịch +1966 ngàn,Business,income,1
tiệc bạn bè +10tr,Business,income,1
mua sữa 6.5tr,Essentials,expense,1
bánh mì 727k,Food,expense,1
nạp margin 708k,Investment,expense,1
khám nha 5.439k,Health,expense,1
tiết kiệm online 14.3tr,Savings,expense,1
transaction fee 2.861k,Business,income,1
đi concert 20k,Entertainment,expense,1
ủng hộ bão lũ 34tr,Charity,expense,1
đồ pet 435k,Essentials,expense,1
tiết kiệm định kỳ +25k,Investment,income,1
trả góp 1868k,Debt,expense,1
random charge 25tr,Business,income,1
nạp crypto 816k,Investment,expense,1
quỹ dự phòng 20 ngàn,Savings,expense,1
grab bike 18k,Transport,expense,1
săn sale 262k,Shopping,expense,1
du lịch ngắn ngày 387k,Entertainment,expense,1
mua vở bút 12tr,Education,expense,1
trả nợ ngân hàng 516k,Business,income,1
chi phí linh tinh 25 nghìn,Business,income,1
gửi phong bì 244k,Social,expense,1
xem phim 991k,Entertainment,expense,1
ủng hộ y tế 30.7tr,Charity,expense,1
đồ pet 34.1tr,Essentials,expense,1
quỹ du lịch +715k,Business,income,1
support fee 9.4tr,Business,income,1
skincare set 704 nghìn,Beauty,expense,1
thu hồi tiền cọc 7458 nghìn,Business,income,1
vitamin 8.067k,Health,expense,1
tiệc bạn bè 13tr,Social,expense,1
quỹ dự phòng 333k,Savings,expense,1
nạp crypto +99 nghìn,Investment,income,1
khám nha 15k,Health,expense,1
để dành mua nhà 725k,Business,income,1
mua đồ tech 4684k,Shopping,expense,1
ship hàng 27tr,Transport,expense,1
bánh mì 10tr,Food,expense,1
mua hoa +4.1tr,Salary,income,1
dọn nhà 8.869k,Housing,expense,1
trái cây 5567k,Essentials,expense,1
thay nhớt 2tr,Transport,expense,1
support fee 33k,Others,expense,1
bỏ heo 9tr,Savings,expense,1
escape room 15k,Entertainment,expense,1
mua serum 12tr,Beauty,expense,1
mua balo 14.7tr,Shopping,expense,1
mua tài khoản học online 18k,Education,expense,1
tiệc bạn bè 7.674 ngàn,Social,expense,1
be car 3.6tr,Transport,expense,1
khám tổng quát 20k,Health,expense,1
mua quà sinh nhật +313k,Salary,income,1
mua vở bút 45 ngàn,Education,expense,1
thuê xe 20.8tr,Transport,expense,1
khám mắt 10.5tr,Health,expense,1
gift card 2.243 nghìn,Social,expense,1
trả nợ 3.306k,Debt,expense,1
quỹ dự phòng +88 ngàn,Salary,income,1
mua vàng +15k,Bonus,income,1
đổ xăng 1.068k,Transport,expense,1
lệ phí thi 10.9tr,Education,expense,1
vay tạm 26tr,Debt,expense,1
mua sách 23củ,Education,expense,1
misc payment 187k,Others,expense,1
du lịch ngắn ngày 354k,Entertainment,expense,1
wax 20k,Beauty,expense,1
trả nợ 707k,Debt,expense,1
tiền thuê nhà 4.7tr,Housing,expense,1
random charge +13củ,Salary,income,1
quỹ du lịch +9củ,Business,income,1
đăng ký khóa học +8củ,Salary,income,1
vitamin 22tr,Health,expense,1
sushi 12 ngàn,Food,expense,1
mua chăn ấm 328k,Charity,expense,1
gia sư 5839k,Education,expense,1
misc payment +1.2tr,Business,income,1
dịch vụ phát sinh +11củ,Business,income,1
tiết kiệm online 47k,Savings,expense,1
trả nợ +2.975k,Business,income,1
tiết kiệm online 76k,Savings,expense,1
tiết kiệm định kỳ +8.426k,Investment,income,1
mua cổ phiếu 783k,Investment,expense,1
thanh toán nợ thẻ 20k,Debt,expense,1
khám mắt 30.7tr,Health,expense,1
transaction fee 14.8tr,Others,expense,1
nạp margin 88 ngàn,Investment,expense,1
support fee +8093k,Others,expense,1
mua đồ tech 8tr,Shopping,expense,1
tiền mừng +419k,Salary,income,1
mua vàng 892k,Investment,expense,1
săn sale 11tr,Shopping,expense,1
đầu tư quỹ mở +3.636k,Business,income,1
vitamin 619k,Health,expense,1
quỹ khẩn cấp 8453k,Savings,expense,1
đồ pet 34.3tr,Essentials,expense,1
nạp crypto 12 ngàn,Investment,expense,1
mua quà sinh nhật +1.378 nghìn,Business,income,1
đầu tư đất nền +29.6tr,Business,income,1
skincare set 293 ngàn,Beauty,expense,1
tiền điện 6.225k,Housing,expense,1
mua nhu yếu phẩm tặng 14.4củ,Charity,expense,1
bánh mì 3.577 ngàn,Food,expense,1
săn sale 3.7củ,Shopping,expense,1
phở gà 16củ,Food,expense,1
tiền điện 69 ngàn,Housing,expense,1
mua giày 2483 ngàn,Shopping,expense,1
vay tạm 5củ,Debt,expense,1
hoàn tiền mượn 69k,Debt,expense,1
phí nhỏ +389k,Investment,income,1
quà handmade 33k,Social,expense,1
quỹ du lịch 69 nghìn,Savings,expense,1
mua rau 81 nghìn,Essentials,expense,1
ủng hộ y tế 6326k,Charity,expense,1
mua đồ tech 2397 ngàn,Shopping,expense,1
nạp game 20 nghìn,Entertainment,expense,1
mua gạo 7134k,Essentials,expense,1
mua quà sinh nhật 900 nghìn,Social,expense,1
mừng cưới 33 ngàn,Social,expense,1
trà sữa 983k,Food,expense,1
nạp crypto 14củ,Investment,expense,1
mua hoa 205k,Social,expense,1
quà handmade +33 nghìn,Business,income,1
tiệc bạn bè +565k,Bonus,income,1
bỏ heo 8.972k,Savings,expense,1
tiền mừng +399k,Business,income,1
hùn vốn +20 ngàn,Business,income,1
transaction fee 7.4củ,Others,expense,1
khác in xe 292 ngàn,Others,expense,1
đòi nợ 7095k,Debt,expense,1
phở gà 6602 ngàn,Food,expense,1
mua cổ phiếu 15.5củ,Investment,expense,1
khám tổng quát 3871k,Health,expense,1
mua balo 34.7củ,Shopping,expense,1
nạp crypto +9663k vnđ,Salary,income,1
mua quà sinh nhật 45k đồng,Business,income,1
nạp margin 2.748 ngàn,Investment,expense,1
mua hoa 23tr,Social,expense,1
mua hoa +22.4củ,Business,income,1
để dành mua nhà 906 ngàn,Savings,expense,1
sửa ống nước 1636 ngàn,Housing,expense,1
khám tổng quát 34.1tr,Health,expense,1
bún bò 813k vnđ,Food,expense,1
đóng học phí 304k,Education,expense,1
đầu tư quỹ mở +8.293 ngàn,Business,income,1
gift card 18k,Social,expense,1
mua tài liệu 19.4tr,Education,expense,1
đổ xăng 8.5củ,Transport,expense,1
nhuộm tóc 16.5tr,Beauty,expense,1
vay tạm +20k đồng,Business,income,1
quyên góp 464k vnđ,Charity,expense,1
mua kem chống nắng 99 ngàn,Beauty,expense,1
bỏ heo +32.5tr,Salary,income,1
quỹ du lịch 20 ngàn,Savings,expense,1
trả nợ ngân hàng 22.2củ,Debt,expense,1
tiền mừng 33 nghìn,Social,expense,1
mua toner 33 ngàn,Beauty,expense,1
mua thịt 760 ngàn,Essentials,expense,1
mua toner 33 ngàn,Beauty,expense,1
ủng hộ y tế 17củ,Charity,expense,1
dịch vụ phát sinh 9244 ngàn,Others,expense,1
mua hoa 88 nghìn,Social,expense,1
mua tai nghe 3củ,Shopping,expense,1
misc payment +5056k vnđ,Business,income,1
mua balo 4.476 ngàn,Shopping,expense,1
quà handmade +10củ,Business,income,1
mua toner 6658 nghìn,Beauty,expense,1
mua cổ phiếu +6củ,Salary,income,1
mua thuốc 14tr,Health,expense,1
trái cây 45 nghìn,Essentials,expense,1
cơm tấm 4.4củ,Food,expense,1
đăng ký khóa học 826 ngàn,Education,expense,1
mì cay 241 nghìn,Food,expense,1
gia sư +4.894k vnđ,Business,income,1
thu hồi khoản vay +81 ngàn,Business,income,1
quỹ khẩn cấp 910 ngàn,Savings,expense,1
quỹ khẩn cấp +272k,Salary,income,1
phở gà 8.951 nghìn,Food,expense,1
bỏ heo 601 ngàn,Savings,expense,1
gia vị 69 nghìn,Essentials,expense,1
cho tặng bữa ăn 1.2củ,Charity,expense,1
đăng ký khóa học +7.643k đồng,Bonus,income,1
mua balo 424 ngàn,Shopping,expense,1
tiền mừng 327 ngàn,Social,expense,1
góp quỹ lớp 4020 nghìn,Social,expense,1
đồ pet 99k vnđ,Essentials,expense,1
thanh toán nợ thẻ +22tr,Business,income,1
gửi tiết kiệm +8củ,Investment,income,1
tiệc bạn bè +18tr,Business,income,1
góp quỹ lớp 6.518k đồng,Social,expense,1
gà rán combo 728k,Food,expense,1
đồ pet 3.7củ,Essentials,expense,1
quỹ khẩn cấp +21.1tr,Business,income,1
mua tài liệu 32tr,Education,expense,1
mua rau 45k vnđ,Essentials,expense,1
mua chăn ấm 25 nghìn,Charity,expense,1
mua vàng 10củ,Investment,expense,1
mua quà sinh nhật +7018 ngàn,Business,income,1
ủng hộ y tế 88k đồng,Charity,expense,1
thu hồi tiền cọc 516 ngàn,Debt,expense,1
quỹ du lịch 4.197k đồng,Savings,expense,1
mua trái phiếu 17củ,Investment,expense,1
sửa ống nước 5.880k vnđ,Housing,expense,1
ship hàng 839k,Transport,expense,1
support fee +1193 nghìn,Business,income,1
mua trái phiếu 16.4tr,Investment,expense,1
đăng ký khóa học +17.2củ,Business,income,1
mua toner 3củ,Beauty,expense,1
đóng học phí 5946k,Education,expense,1
tiền thuê nhà 4.222 ngàn,Housing,expense,1
phở gà 67k,Food,expense,1
phí nhỏ 33.3tr,Others,expense,1
bún bò 117k,Food,expense,1
đầu tư đất nền +22củ,Salary,income,1
mua nhu yếu phẩm 7.007 nghìn,Charity,expense,1
trả nợ ngân hàng +9củ,Business,income,1
đòi nợ 936 nghìn,Debt,expense,1
mua đồ tech 9.265 ngàn,Shopping,expense,1
quỹ du lịch +6.127 nghìn,Business,income,1
mua cổ phiếu 986 ngàn,Investment,expense,1
góp quỹ lớp 99k,Social,expense,1
gift card 741 nghìn,Social,expense,1
vé lễ hội 18k,Entertainment,expense,1
bỏ heo 7.257k,Savings,expense,1
tiền mừng +7tr,Business,income,1
trái cây 5k,Essentials,expense,1
chi phí linh tinh 25.8củ,Others,expense,1
hoàn tiền mượn +88 nghìn,Business,income,1
trả góp 88k,Debt,expense,1
misc payment 35.3củ,Others,expense,1
mua phụ kiện 287 ngàn,Shopping,expense,1
trà sữa 30củ,Food,expense,1
đóng học phí 856k,Education,expense,1
mua giày 31.2tr,Shopping,expense,1
wifi tháng 12k,Housing,expense,1
xem phim 20k,Entertainment,expense,1
nạp game 15 nghìn,Entertainment,expense,1
quỹ khẩn cấp 18k,Savings,expense,1
góp quỹ lớp 3.169 ngàn,Social,expense,1
để dành mua nhà +787 ngàn,Business,income,1
support fee +896 nghìn,Business,income,1
bỏ heo 722 nghìn,Savings,expense,1
mừng cưới +6975 nghìn,Business,income,1
đóng học phí 759k,Education,expense,1
mua phụ kiện 88k,Shopping,expense,1
dịch vụ phát sinh +27.6củ,Business,income,1
đi concert 779 nghìn,Entertainment,expense,1
mua giày 20k,Shopping,expense,1
transaction fee +55k,Business,income,1
xét nghiệm 45 ngàn,Health,expense,1
bún bò 8.9tr,Food,expense,1
đầu tư đất nền +6150k,Business,income,1
mì cay 18k,Food,expense,1
tiết kiệm định kỳ 947 nghìn,Savings,expense,1
ủng hộ 27.3củ,Charity,expense,1
mì cay 30.5củ,Food,expense,1
mua ETF +1.446 nghìn,Salary,income,1
mua tài liệu 522k,Education,expense,1
mua balo 5.718 ngàn,Shopping,expense,1
gift card 25k,Social,expense,1
mừng cưới +18.8tr,Salary,income,1
random charge 8.475k,Others,expense,1
gift card +20k,Business,income,1
bỏ heo 99 ngàn,Savings,expense,1
gia sư 9821k,Education,expense,1
misc payment +20 ngàn,Business,income,1
mua sách 513 ngàn,Education,expense,1
ủng hộ bão lũ 12 ngàn,Charity,expense,1
tiền thuê nhà 282 ngàn,Housing,expense,1
quà handmade +498k,Salary,income,1
đóng học phí 629 nghìn,Education,expense,1
phí nhỏ 978k,Others,expense,1
góp quỹ lớp 25k,Social,expense,1
để dành mua nhà +26củ,Bonus,income,1
mua ETF +20 ngàn,Bonus,income,1
đồ ăn dự trữ 9.851k,Essentials,expense,1
mua serum 465 ngàn,Beauty,expense,1
gửi phong bì 88 ngàn,Social,expense,1
mua quà sinh nhật +5.632k,Business,income,1
trái cây 45k,Essentials,expense,1
tiền nước 4.780k,Housing,expense,1
mua tài liệu 33k,Education,expense,1
tiết kiệm định kỳ +6.335k,Investment,income,1
taxi 665k,Transport,expense,1
mua ETF +10.8tr,Business,income,1
vitamin 25k,Health,expense,1
mua tai nghe 818k,Shopping,expense,1
nạp margin 231k,Investment,expense,1
mua toner 2683k,Beauty,expense,1
ủng hộ 88k,Charity,expense,1
be car 15k,Transport,expense,1
sushi 23tr,Food,expense,1
tiền bỏ heo 262k,Business,income,1
mua quần 1670k,Shopping,expense,1
nhận tiền gia sư +11.7tr,Bonus,income,1
tiền gift card 5702k,Business,income,1
mua tai nghe 25k,Shopping,expense,1
vay tạm 17tr,Debt,expense,1
nhận tiền chi phí linh tinh +5tr,Business,income,1
gửi phong bì 7.944k,Social,expense,1
gift card 1707k,Social,expense,1
gia sư 79k,Education,expense,1
tiền tiết kiệm học phí 7461k,Bonus,income,1
tiền khác 18k,Business,income,1
khám mắt 959k,Health,expense,1
trip cuối tuần 20k,Entertainment,expense,1
mua kem chống nắng 27tr,Beauty,expense,1
quỹ dự phòng 612k,Savings,expense,1
tiền đăng ký khóa học 6164k,Business,income,1
góp quỹ từ thiện 15k,Charity,expense,1
quyên góp 45k,Charity,expense,1
grab bike 9.094k,Transport,expense,1
đổ xăng 265k,Transport,expense,1
đồ ăn dự trữ 12k,Essentials,expense,1
nạp crypto 15k,Investment,expense,1
bỏ heo 3.3tr,Savings,expense,1
thay nhớt 15k,Transport,expense,1
thu hồi tiền cọc 6229k,Debt,expense,1
trái cây 34.7tr,Essentials,expense,1
tiền mua sách 6.319k,Business,income,1
nhận tiền gia sư +27.4tr,Business,income,1
viện phí 291k,Health,expense,1
mua ốp lưng 25.6tr,Shopping,expense,1
mừng cưới 69k,Social,expense,1
quỹ khẩn cấp 978k,Savings,expense,1
dịch vụ phát sinh 18k,Others,expense,1
tiêm ngừa 4.252k,Health,expense,1
mua rau 171k,Essentials,expense,1
đầu tư đất nền 99k,Investment,expense,1
tiền mua trái phiếu 19tr,Business,income,1
ship hàng 99k,Transport,expense,1
be car 1tr,Transport,expense,1
trả góp +96k,Business,income,1
đồ pet 8tr,Essentials,expense,1
mua nhu yếu phẩm tặng 12k,Charity,expense,1
quyên góp 17.2tr,Charity,expense,1
thu hồi tiền cọc 338k,Debt,expense,1
wax 33k,Beauty,expense,1
bỏ heo 30.8tr,Savings,expense,1
đăng ký khóa học 26.9tr,Education,expense,1
mua vàng +9.860k,Investment,income,1
grab bike 32.3tr,Transport,expense,1
quỹ khuyến học 25k,Charity,expense,1
thay nhớt 25tr,Transport,expense,1
bảo hiểm y tế 88k,Health,expense,1
mua serum 88k,Beauty,expense,1
sửa máy lạnh 24.5tr,Housing,expense,1
cho tặng bữa ăn 25k,Charity,expense,1
đóng học phí 25k,Education,expense,1
tiền thu hồi tiền cọc 161k,Business,income,1
mua giày 7518k,Shopping,expense,1
quỹ du lịch +125k,Bonus,income,1
nhận tiền mua sách +32.8tr,Business,income,1
quỹ du lịch 952k,Savings,expense,1
vé lễ hội 32.5tr,Entertainment,expense,1
tiền gửi phong bì 25.3tr,Business,income,1
tiết kiệm online 24.8tr,Savings,expense,1
cơm tấm 9121k,Food,expense,1
trip cuối tuần 19.3tr,Entertainment,expense,1
khám nha 99k,Health,expense,1
tiết kiệm online +5.747k,Salary,income,1
tiệc bạn bè 15k,Social,expense,1
thu hồi tiền cọc 1663k,Debt,expense,1
vé lễ hội 4tr,Entertainment,expense,1
trả góp 12k,Debt,expense,1
tiệc bạn bè 4267k,Social,expense,1
wax 4.445k,Beauty,expense,1
thay nhớt 96 nghìn,Transport,expense,1
mua ETF 35.8tr,Business,income,1
mua áo 88 ngàn,Shopping,expense,1
góp quỹ từ thiện 18 nghìn,Charity,expense,1
gội dưỡng sinh 45 nghìn,Beauty,expense,1
mua phụ kiện 99 nghìn,Shopping,expense,1
mua ốp lưng 10.7củ,Shopping,expense,1
thay nhớt 930 ngàn,Transport,expense,1
góp quỹ từ thiện 6.120k,Charity,expense,1
dọn nhà 45 nghìn,Housing,expense,1
mua gia vị 69k,Essentials,expense,1
mua thịt 29.4củ,Essentials,expense,1
gửi tiết kiệm 45 nghìn,Savings,expense,1
khác +8489 ngàn,Business,income,1
mua chăn ấm 278 nghìn,Charity,expense,1
đi concert 15 nghìn,Entertainment,expense,1
tiết kiệm online +297k,Investment,income,1
gửi tiết kiệm 15 nghìn,Savings,expense,1
đổ xăng 69 ngàn,Transport,expense,1
mua giày 9củ,Shopping,expense,1
xem phim 33 ngàn,Entertainment,expense,1
mua cổ phiếu 3253k,Business,income,1
gift card +5195k,Business,income,1
nạp game 26tr,Entertainment,expense,1
quà handmade +709 ngàn,Business,income,1
đóng học phí 30.4củ,Business,income,1
quà handmade 35củ,Social,expense,1
đồ pet 2.666k,Essentials,expense,1
dọn nhà 4895 nghìn,Housing,expense,1
bỏ heo +23.5củ,Business,income,1
cho tặng bữa ăn 25.5tr,Bonus,income,1
vitamin 1066k,Health,expense,1
