text,intent,sentiment
Alo Mimo dễ thương ơi em đang vô tri 😢,Chitchat,Negative
Alo Mimo dễ thương ơi em đang vô tri 😭,Chitchat,Negative
Alo Mimo dễ thương ơi em đang vô tri 🥲,Chitchat,Negative
Alo Mimo dễ thương ơi em đang áp lực,Chitchat,Negative
Alo Mimo dễ thương ơi mình đang buồn,Chitchat,Negative
Alo Mimo dễ thương ơi mình đang mệt,Chitchat,Negative
Alo Mimo dễ thương ơi mình đang mệt 😢,Chitchat,Negative
Alo Mimo dễ thương ơi mình đang mệt 🥺,Chitchat,Negative
Alo Mimo dễ thương ơi mình đang nản 📉,Chitchat,Negative
Alo Mimo dễ thương ơi mình đang suy,Chitchat,Negative
Alo Mimo dễ thương ơi mình đang áp lực 🥲,Chitchat,Negative
Alo Mimo dễ thương ơi mình đang áp lực 🥺,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang bất lực 😢,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang chán,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang mệt,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang nản,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang suy,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang suy 🥺,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang vô tri 🥺,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang áp lực 😢,Chitchat,Negative
Alo Mimo dễ thương ơi mấy ní đang áp lực 😭,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang buồn,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang buồn 😮‍💨,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang bất lực 📉,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang bất lực 😭,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang bất lực 😮‍💨,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang met,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang mệt 😭,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang nản,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang nản id19398,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang stress,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang stress 😢,Chitchat,Negative
Alo Mimo dễ thương ơi ta đang stress 🥺,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang bất lực,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang bất lực id16129,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang bất lực id18012,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang chán 🥺,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang mệt,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang mệt 😢,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang nản 🥲,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang stress 📉,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang stress 😭,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang suy 😮‍💨,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang suy 🥺,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang tổn thương,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang tổn thương id19153,Chitchat,Negative
Alo Mimo dễ thương ơi tui đang áp lực 🥲,Chitchat,Negative
Alo Mimo dễ thương ơi ông đang buon 🥲,Chitchat,Negative
Alo Mimo dễ thương ơi ông đang buồn 💔,Chitchat,Negative
Alo Mimo dễ thương ơi ông đang tổn thương,Chitchat,Negative
Alo Mimo dễ thương ơi đang buồn,Chitchat,Negative
Alo Mimo dễ thương ơi đang buồn 😭,Chitchat,Negative
Alo Mimo dễ thương ơi đang buồn 😮‍💨,Chitchat,Negative
Alo Mimo dễ thương ơi đang bất lực 😢,Chitchat,Negative
Alo Mimo dễ thương ơi đang chán,Chitchat,Negative
Alo Mimo dễ thương ơi đang met 😭,Chitchat,Negative
Alo Mimo dễ thương ơi đang met 🥲,Chitchat,Negative
Alo Mimo dễ thương ơi đang stress,Chitchat,Negative
Alo Mimo dễ thương ơi đang suy,Chitchat,Negative
Alo Mimo dễ thương ơi đang suy id14125,Chitchat,Negative
Alo Mimo dễ thương ơi đang tổn thương 💔,Chitchat,Negative
Alo Mimo dễ thương ơi đang tổn thương 😭,Chitchat,Negative
Alo Mimo dễ thương ơi đang vô tri 💔,Chitchat,Negative
Alo Mimo dễ thương ơi đang vô tri 😢,Chitchat,Negative
Alo Mimo là nam hay nữ,Chitchat,Neutral
Alo Mimo mấy tuổi rồi ❓,Chitchat,Neutral
Alo Mimo đang làm gì đấy,Chitchat,Neutral
Alo Mimo ơi ai tạo ra bạn,Chitchat,Neutral
Alo Mimo ơi biết nói chuyện ko,Chitchat,Neutral
Alo Mimo ơi bot làm được gì,Chitchat,Neutral
Alo Mimo ơi bot làm được gì 🐧,Chitchat,Neutral
Alo Mimo ơi bot làm được gì 🤖,Chitchat,Neutral
Alo Mimo ơi bot làm được gì 🤖 id14502,Chitchat,Neutral
Alo Mimo ơi bro đang chán 📉,Chitchat,Negative
Alo Mimo ơi bro đang stress 😮‍💨,Chitchat,Negative
Alo Mimo ơi bro đang suy,Chitchat,Negative
Alo Mimo ơi bro đang vô tri 💔,Chitchat,Negative
Alo Mimo ơi bà đang buồn 💔,Chitchat,Negative
Alo Mimo ơi bà đang buồn 📉,Chitchat,Negative
Alo Mimo ơi bà đang bất lực,Chitchat,Negative
Alo Mimo ơi bà đang chán,Chitchat,Negative
Alo Mimo ơi bà đang chán 😭,Chitchat,Negative
Alo Mimo ơi bà đang chán 🥺,Chitchat,Negative
Alo Mimo ơi bà đang stress 💔,Chitchat,Negative
Alo Mimo ơi bà đang stress 🥺,Chitchat,Negative
Alo Mimo ơi bà đang suy 😮‍💨,Chitchat,Negative
Alo Mimo ơi bác đang mệt,Chitchat,Negative
Alo Mimo ơi bác đang mệt 💔,Chitchat,Negative
Alo Mimo ơi bác đang nản,Chitchat,Negative
Alo Mimo ơi bác đang suy,Chitchat,Negative
Alo Mimo ơi bác đang vô tri 💔,Chitchat,Negative
Alo Mimo ơi bác đang áp lực 😭,Chitchat,Negative
Alo Mimo ơi bạn là ai,Chitchat,Neutral
Alo Mimo ơi bạn là ai id13682,Chitchat,Neutral
Alo Mimo ơi bạn là ai 👀,Chitchat,Neutral
Alo Mimo ơi có nghe rõ trả lời không ❓,Chitchat,Neutral
Alo Mimo ơi có nghe rõ trả lời không 💬,Chitchat,Neutral
Alo Mimo ơi có nghe rõ trả lời không 🤖,Chitchat,Neutral
Alo Mimo ơi cậu đang buồn,Chitchat,Negative
Alo Mimo ơi cậu đang bất lực,Chitchat,Negative
Alo Mimo ơi cậu đang bất lực 📉,Chitchat,Negative
Alo Mimo ơi cậu đang met 💔,Chitchat,Negative
Alo Mimo ơi cậu đang nản 📉,Chitchat,Negative
Alo Mimo ơi cậu đang stress,Chitchat,Negative
Alo Mimo ơi cậu đang stress 📉,Chitchat,Negative
Alo Mimo ơi cậu đang suy,Chitchat,Negative
Alo Mimo ơi cậu đang tổn thương,Chitchat,Negative
Alo Mimo ơi cậu đang tổn thương id9672,Chitchat,Negative
Alo Mimo ơi cậu đang tổn thương 💔,Chitchat,Negative
Alo Mimo ơi cậu đang tổn thương 😮‍💨,Chitchat,Negative
Alo Mimo ơi cậu đang tổn thương 🥺,Chitchat,Negative
Alo Mimo ơi em đang buon 🥲,Chitchat,Negative
Alo Mimo ơi em đang buồn 😢,Chitchat,Negative
Alo Mimo ơi em đang bất lực,Chitchat,Negative
Alo Mimo ơi em đang bất lực 💔,Chitchat,Negative
Alo Mimo ơi em đang nản 😮‍💨,Chitchat,Negative
Alo Mimo ơi em đang stress 📉,Chitchat,Negative
Alo Mimo ơi em đang stress 😮‍💨,Chitchat,Negative
Alo Mimo ơi em đang suy,Chitchat,Negative
Alo Mimo ơi em đang suy id17542,Chitchat,Negative
Alo Mimo ơi em đang tổn thương,Chitchat,Negative
Alo Mimo ơi em đang vô tri 💔,Chitchat,Negative
Alo Mimo ơi em đang vô tri 📉,Chitchat,Negative
Alo Mimo ơi em đang vô tri 🥲,Chitchat,Negative
Alo Mimo ơi em đang áp lực,Chitchat,Negative
Alo Mimo ơi em đang áp lực 🥲,Chitchat,Negative
Alo Mimo ơi là nam hay nữ,Chitchat,Neutral
Alo Mimo ơi là nam hay nữ id14355,Chitchat,Neutral
Alo Mimo ơi là nam hay nữ 🤔,Chitchat,Neutral
Alo Mimo ơi là nam hay nữ 🤖,Chitchat,Neutral
Alo Mimo ơi là nam hay nữ 🤖 id4987,Chitchat,Neutral
Alo Mimo ơi mình đang buon 😢,Chitchat,Negative
Alo Mimo ơi mình đang buồn,Chitchat,Negative
Alo Mimo ơi mình đang bất lực 🥲,Chitchat,Negative
Alo Mimo ơi mình đang met,Chitchat,Negative
Alo Mimo ơi mình đang mệt 😭,Chitchat,Negative
Alo Mimo ơi mình đang stress 📉,Chitchat,Negative
Alo Mimo ơi mình đang suy,Chitchat,Negative
Alo Mimo ơi mình đang tổn thương,Chitchat,Negative
Alo Mimo ơi mình đang tổn thương 🥲,Chitchat,Negative
Alo Mimo ơi mình đang vô tri,Chitchat,Negative
Alo Mimo ơi mình đang áp lực,Chitchat,Negative
Alo Mimo ơi mình đang áp lực 😢,Chitchat,Negative
Alo Mimo ơi mình đang áp lực 😭,Chitchat,Negative
Alo Mimo ơi mấy ní đang bất lực 🥺,Chitchat,Negative
Alo Mimo ơi mấy ní đang mệt,Chitchat,Negative
Alo Mimo ơi mấy ní đang nản 💔,Chitchat,Negative
Alo Mimo ơi mấy ní đang tổn thương,Chitchat,Negative
Alo Mimo ơi mấy ní đang tổn thương id12123,Chitchat,Negative
Alo Mimo ơi mấy ní đang vô tri,Chitchat,Negative
Alo Mimo ơi ta đang chán 💔,Chitchat,Negative
Alo Mimo ơi ta đang nản,Chitchat,Negative
Alo Mimo ơi ta đang tổn thương 🥲,Chitchat,Negative
Alo Mimo ơi tui đang buồn,Chitchat,Negative
Alo Mimo ơi tui đang buồn id17496,Chitchat,Negative
Alo Mimo ơi tui đang buồn 📉,Chitchat,Negative
Alo Mimo ơi tui đang buồn 😮‍💨,Chitchat,Negative
Alo Mimo ơi tui đang buồn 😮‍💨 id15348,Chitchat,Negative
Alo Mimo ơi tui đang chán 😮‍💨,Chitchat,Negative
Alo Mimo ơi tui đang nản,Chitchat,Negative
Alo Mimo ơi tui đang nản id6793,Chitchat,Negative
Alo Mimo ơi tui đang suy,Chitchat,Negative
Alo Mimo ơi tui đang tổn thương,Chitchat,Negative
Alo Mimo ơi tui đang áp lực 😮‍💨,Chitchat,Negative
Alo Mimo ơi tên gì á,Chitchat,Neutral
Alo Mimo ơi ông đang buồn 🥺,Chitchat,Negative
Alo Mimo ơi ông đang mệt,Chitchat,Negative
Alo Mimo ơi ông đang mệt 🥲,Chitchat,Negative
Alo Mimo ơi ông đang suy 🥲,Chitchat,Negative
Alo Mimo ơi ông đang tổn thương,Chitchat,Negative
Alo Mimo ơi ông đang tổn thương 😢,Chitchat,Negative
Alo Mimo ơi ông đang áp lực,Chitchat,Negative
Alo Mimo ơi ông đang áp lực 😢,Chitchat,Negative
Alo Mimo ơi ông đang áp lực 😭,Chitchat,Negative
Alo Mimo ơi đang chán,Chitchat,Negative
Alo Mimo ơi đang làm gì đấy 👀,Chitchat,Neutral
Alo Mimo ơi đang nản,Chitchat,Negative
Alo Mimo ơi đang stress 📉,Chitchat,Negative
Alo Mimo ơi đang stress 😢,Chitchat,Negative
Alo Mimo ơi đang vô tri 😮‍💨,Chitchat,Negative
Alo Mimo ơi đang áp lực,Chitchat,Negative
Alo Mimo ơi đang áp lực 🥲,Chitchat,Negative
Alo Mimo ơi ơi bro đang buồn 🥺,Chitchat,Negative
Alo Mimo ơi ơi bro đang chán 😮‍💨,Chitchat,Negative
Alo Mimo ơi ơi bro đang nản 💔,Chitchat,Negative
Alo Mimo ơi ơi bro đang stress 💔,Chitchat,Negative
Alo Mimo ơi ơi bro đang suy 🥺,Chitchat,Negative
Alo Mimo ơi ơi bro đang áp lực 🥺,Chitchat,Negative
Alo Mimo ơi ơi bà đang buồn 📉,Chitchat,Negative
Alo Mimo ơi ơi bà đang bất lực 📉,Chitchat,Negative
Alo Mimo ơi ơi bà đang mệt,Chitchat,Negative
Alo Mimo ơi ơi bà đang mệt 🥲,Chitchat,Negative
Alo Mimo ơi ơi bà đang nản,Chitchat,Negative
Alo Mimo ơi ơi bà đang stress 😭,Chitchat,Negative
Alo Mimo ơi ơi bà đang tổn thương,Chitchat,Negative
Alo Mimo ơi ơi bà đang tổn thương 💔,Chitchat,Negative
Alo Mimo ơi ơi bà đang tổn thương 🥺,Chitchat,Negative
Alo Mimo ơi ơi bà đang vô tri 💔,Chitchat,Negative
Alo Mimo ơi ơi bà đang áp lực 💔,Chitchat,Negative
Alo Mimo ơi ơi bà đang áp lực 🥲,Chitchat,Negative
Alo Mimo ơi ơi bác đang chán,Chitchat,Negative
Alo Mimo ơi ơi bác đang stress 😭,Chitchat,Negative
Alo Mimo ơi ơi bác đang suy,Chitchat,Negative
Alo Mimo ơi ơi cậu đang buồn,Chitchat,Negative
Alo Mimo ơi ơi cậu đang bất lực 😭,Chitchat,Negative
Alo Mimo ơi ơi cậu đang bất lực 😮‍💨,Chitchat,Negative
Alo Mimo ơi ơi cậu đang bất lực 🥺,Chitchat,Negative
Alo Mimo ơi ơi cậu đang chán,Chitchat,Negative
Alo Mimo ơi ơi cậu đang nản 😭,Chitchat,Negative
Alo Mimo ơi ơi cậu đang stress,Chitchat,Negative
Alo Mimo ơi ơi cậu đang tổn thương,Chitchat,Negative
Alo Mimo ơi ơi cậu đang áp lực,Chitchat,Negative
Alo Mimo ơi ơi em đang buon,Chitchat,Negative
Alo Mimo ơi ơi em đang buồn 😮‍💨,Chitchat,Negative
Alo Mimo ơi ơi em đang chán 💔,Chitchat,Negative
Alo Mimo ơi ơi em đang nản 🥺,Chitchat,Negative
Alo Mimo ơi ơi em đang stress 🥲,Chitchat,Negative
Alo Mimo ơi ơi em đang suy 😭,Chitchat,Negative
Alo Mimo ơi ơi em đang tổn thương 💔,Chitchat,Negative
Alo Mimo ơi ơi em đang tổn thương 😢,Chitchat,Negative
Alo Mimo ơi ơi em đang vô tri 🥲,Chitchat,Negative
Alo Mimo ơi ơi em đang áp lực,Chitchat,Negative
Alo Mimo ơi ơi mình đang buồn 📉,Chitchat,Negative
Alo Mimo ơi ơi mình đang buồn 😮‍💨,Chitchat,Negative
Alo Mimo ơi ơi mình đang bất lực 📉,Chitchat,Negative
Alo Mimo ơi ơi mình đang chán,Chitchat,Negative
Alo Mimo ơi ơi mình đang chán 😭,Chitchat,Negative
Alo Mimo ơi ơi mình đang chán 😭 id18724,Chitchat,Negative
Alo Mimo ơi ơi mình đang chán 🥺,Chitchat,Negative
Alo Mimo ơi ơi mình đang met 😮‍💨,Chitchat,Negative
Alo Mimo ơi ơi mình đang nản 😮‍💨,Chitchat,Negative
Alo Mimo ơi ơi mình đang suy,Chitchat,Negative
Alo Mimo ơi ơi mình đang vô tri 😭,Chitchat,Negative
Alo Mimo ơi ơi mình đang áp lực,Chitchat,Negative
Alo Mimo ơi ơi mình đang áp lực 📉,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang buon,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang chán,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang mệt,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang nản 💔,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang stress 😭,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang tổn thương,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang tổn thương id13737,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang tổn thương id5741,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang vô tri 😢,Chitchat,Negative
Alo Mimo ơi ơi mấy ní đang áp lực 💔,Chitchat,Negative
Alo Mimo ơi ơi ta đang stress 🥲,Chitchat,Negative
Alo Mimo ơi ơi ta đang suy,Chitchat,Negative
Alo Mimo ơi ơi tui đang buồn,Chitchat,Negative
Alo Mimo ơi ơi tui đang bất lực,Chitchat,Negative
Alo Mimo ơi ơi tui đang bất lực id15767,Chitchat,Negative
Alo Mimo ơi ơi tui đang nản,Chitchat,Negative
Alo Mimo ơi ơi tui đang nản 😭,Chitchat,Negative
Alo Mimo ơi ơi tui đang stress,Chitchat,Negative
Alo Mimo ơi ơi tui đang stress 😢,Chitchat,Negative
Alo Mimo ơi ơi tui đang suy 💔,Chitchat,Negative
Alo Mimo ơi ơi tui đang suy 🥺,Chitchat,Negative
Alo Mimo ơi ơi tui đang suy 🥺 id9820,Chitchat,Negative
Alo Mimo ơi ơi ông đang chán,Chitchat,Negative
Alo Mimo ơi ơi ông đang met,Chitchat,Negative
Alo Mimo ơi ơi ông đang mệt 😭,Chitchat,Negative
Alo Mimo ơi ơi ông đang nản,Chitchat,Negative
Alo Mimo ơi ơi ông đang stress,Chitchat,Negative
Alo Mimo ơi ơi ông đang suy 📉,Chitchat,Negative
